銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
第一銀行,098/10,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.910,--,0.910,--,2.500
第一銀行,098/11,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.910,--,0.920,--,2.500
第一銀行,098/12,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.910,--,0.920,--,2.500
第一銀行,099/01,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.920,--,0.920,--,2.500
第一銀行,099/02,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.920,--,0.920,--,2.500
第一銀行,099/03,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.920,--,0.920,--,2.500
第一銀行,099/04,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.920,--,0.920,--,2.510
第一銀行,099/05,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.890,0.900,1.005,1.000,1.030,1.020,1.030,0.935,1.030,1.010,1.085,1.060,1.090,--,0.920,--,0.920,--,2.510
第一銀行,099/06,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.950,0.940,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.130,1.140,1.150,1.150,--,0.920,--,0.920,--,2.510
第一銀行,099/07,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.950,0.940,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.130,1.140,1.150,1.150,--,1.040,--,1.040,--,2.570
第一銀行,099/08,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.950,0.940,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.130,1.140,1.150,1.150,--,1.040,--,1.040,--,2.570
第一銀行,099/09,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.950,0.940,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.130,1.140,1.150,1.150,--,1.040,--,1.040,--,2.570
第一銀行,099/10,--,0.120,--,0.260,0.660,0.700,0.740,0.740,0.900,0.870,1.010,1.000,1.130,1.125,1.160,1.150,1.170,1.150,1.155,1.150,1.200,1.200,1.220,1.210,--,1.150,--,1.150,--,2.600
第一銀行,099/11,--,0.120,--,0.260,0.660,0.700,0.740,0.740,0.900,0.870,1.010,1.000,1.130,1.125,1.160,1.150,1.170,1.150,1.155,1.150,1.200,1.200,1.220,1.210,--,1.150,--,1.150,--,2.600
第一銀行,099/12,--,0.120,--,0.260,0.660,0.700,0.740,0.740,0.900,0.870,1.010,1.000,1.130,1.125,1.160,1.150,1.170,1.150,1.155,1.150,1.200,1.200,1.220,1.210,--,1.150,--,1.150,--,2.600
第一銀行,100/01,--,0.130,--,0.270,0.750,0.750,0.790,0.790,0.950,0.920,1.070,1.040,1.190,1.175,1.220,1.200,1.230,1.200,1.210,1.200,1.250,1.250,1.280,1.250,--,1.210,--,1.210,--,2.630
第一銀行,100/02,--,0.130,--,0.270,0.750,0.750,0.790,0.790,0.950,0.920,1.070,1.040,1.190,1.175,1.220,1.200,1.230,1.200,1.210,1.200,1.250,1.250,1.280,1.250,--,1.210,--,1.210,--,2.630
第一銀行,100/03,--,0.130,--,0.270,0.750,0.750,0.790,0.790,0.950,0.920,1.070,1.040,1.190,1.175,1.220,1.200,1.230,1.200,1.210,1.200,1.250,1.250,1.280,1.250,--,1.210,--,1.210,--,2.630
第一銀行,100/04,--,0.160,--,0.300,0.820,0.820,0.870,0.870,1.040,1.010,1.160,1.120,1.280,1.265,1.310,1.290,1.320,1.290,1.300,1.290,1.340,1.340,1.370,1.340,--,1.300,--,1.300,--,2.660
第一銀行,100/05,--,0.160,--,0.300,0.820,0.820,0.870,0.870,1.040,1.010,1.160,1.120,1.280,1.265,1.310,1.290,1.320,1.290,1.300,1.290,1.340,1.340,1.370,1.340,--,1.300,--,1.300,--,2.660
第一銀行,100/06,--,0.160,--,0.300,0.820,0.820,0.870,0.870,1.040,1.010,1.160,1.120,1.280,1.265,1.310,1.290,1.320,1.290,1.300,1.290,1.340,1.340,1.370,1.340,--,1.300,--,1.300,--,2.660
第一銀行,100/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.720
第一銀行,100/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.720
第一銀行,100/09,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.720
第一銀行,100/10,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,100/11,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,100/12,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,101/01,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.800
第一銀行,101/02,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.800
第一銀行,101/03,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.800
第一銀行,101/04,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.800
第一銀行,101/05,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.800
第一銀行,101/06,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.800
第一銀行,101/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.900
第一銀行,101/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.900
第一銀行,101/09,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.900
第一銀行,101/10,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.810
第一銀行,101/11,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.810
第一銀行,101/12,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.810
第一銀行,102/01,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/02,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/03,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/04,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/05,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/06,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/09,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/10,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/11,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,102/12,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/01,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/02,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/03,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/04,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/05,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/06,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/09,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/10,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/11,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,103/12,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/01,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/02,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/03,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/04,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/05,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/06,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.100,1.090,1.220,1.200,1.355,1.345,1.390,1.370,1.390,1.370,1.380,1.370,1.420,1.420,1.440,1.420,--,1.380,--,1.380,--,2.790
第一銀行,104/09,--,0.150,--,0.300,0.810,0.810,0.870,0.870,1.020,1.020,1.130,1.130,1.275,1.275,1.300,1.300,1.300,1.300,1.300,1.300,1.350,1.350,1.350,1.350,--,1.380,--,1.380,--,2.790
第一銀行,104/10,--,0.150,--,0.300,0.810,0.810,0.870,0.870,1.020,1.020,1.130,1.130,1.275,1.275,1.300,1.300,1.300,1.300,1.300,1.300,1.350,1.350,1.350,1.350,--,1.310,--,1.310,--,2.760
第一銀行,104/11,--,0.150,--,0.300,0.810,0.810,0.870,0.870,1.020,1.020,1.130,1.130,1.275,1.275,1.300,1.300,1.300,1.300,1.300,1.300,1.350,1.350,1.350,1.350,--,1.310,--,1.310,--,2.760
第一銀行,104/12,--,0.130,--,0.280,0.740,0.740,0.800,0.800,0.950,0.950,1.060,1.060,1.205,1.205,1.230,1.230,1.230,1.230,1.230,1.230,1.265,1.290,1.265,1.290,--,1.310,--,1.310,--,2.760
第一銀行,105/01,--,0.130,--,0.280,0.740,0.740,0.800,0.800,0.950,0.950,1.060,1.060,1.205,1.205,1.230,1.230,1.230,1.230,1.230,1.230,1.265,1.290,1.265,1.290,--,1.230,--,1.230,--,2.690
第一銀行,105/02,--,0.130,--,0.280,0.740,0.740,0.800,0.800,0.950,0.950,1.060,1.060,1.205,1.205,1.230,1.230,1.230,1.230,1.230,1.230,1.265,1.290,1.265,1.290,--,1.230,--,1.230,--,2.690
第一銀行,105/03,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.870,0.880,0.980,0.990,1.125,1.135,1.150,1.160,1.150,1.160,1.160,1.160,1.185,1.230,1.185,1.230,--,1.230,--,1.230,--,2.690
第一銀行,105/04,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.870,0.880,0.980,0.990,1.125,1.135,1.150,1.160,1.150,1.160,1.160,1.160,1.185,1.230,1.185,1.230,--,1.160,--,1.160,--,2.610
第一銀行,105/05,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.870,0.880,0.980,0.990,1.125,1.135,1.150,1.160,1.150,1.160,1.160,1.160,1.185,1.230,1.185,1.230,--,1.160,--,1.160,--,2.610
第一銀行,105/06,--,0.110,--,0.260,0.670,0.670,0.730,0.730,0.870,0.880,0.980,0.990,1.125,1.135,1.150,1.160,1.150,1.160,1.160,1.160,1.185,1.230,1.185,1.230,--,1.160,--,1.160,--,2.610
第一銀行,105/07,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.600
第一銀行,105/08,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.600
第一銀行,105/09,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.600
第一銀行,105/10,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,105/11,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,105/12,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/01,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/02,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/03,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/04,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/05,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/06,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/07,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/08,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/09,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/10,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/11,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,106/12,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,107/01,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,107/02,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,107/03,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,107/04,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,107/05,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,107/06,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.580
第一銀行,107/07,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.590
第一銀行,107/08,--,0.080,--,0.230,0.600,0.600,0.660,0.660,0.770,0.810,0.880,0.920,1.045,1.065,1.070,1.090,1.070,1.090,1.090,1.090,1.095,1.170,1.095,1.170,--,1.080,--,1.080,--,2.590
銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
臺灣銀行,090/01,--,2.000,--,3.750,4.400,4.400,4.600,4.600,4.700,4.700,4.800,4.800,5.000,5.000,5.100,5.100,5.200,5.200,5.050,5.050,5.150,5.150,5.250,5.250,NA,NA,NA,NA,NA,NA
臺灣銀行,090/02,--,2.000,--,3.700,4.250,4.300,4.450,4.500,4.550,4.600,4.650,4.700,4.800,4.850,4.900,4.950,5.000,5.050,4.850,4.900,4.950,5.000,5.150,5.200,NA,NA,NA,NA,NA,NA
臺灣銀行,090/03,--,2.000,--,3.700,4.150,4.250,4.350,4.450,4.460,4.560,4.560,4.660,4.690,4.790,4.790,4.890,4.890,4.990,4.740,4.840,4.840,4.940,5.040,5.140,NA,NA,NA,NA,NA,NA
