銀行,年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-機動,定存利率-三個月-固定,定存利率-三個月-機動,定存利率-六個月-固定,定存利率-六個月-機動,定存利率-九個月-固定,定存利率-九個月-機動,定存利率-一年期-固定,定存利率-一年期-機動,定存利率-二年期-固定,定存利率-二年期-機動,定存利率-三年期-固定,定存利率-三年期-機動,定儲利率-一年期-固定,定儲利率-一年期-機動,定儲利率-二年期-固定,定儲利率-二年期-機動,定儲利率-三年期-固定,定儲利率-三年期-機動,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
華南銀行,093/12,--,0.100,--,0.550,1.155,1.155,1.175,1.175,1.275,1.275,1.375,1.375,1.525,1.500,1.600,1.575,1.625,1.575,1.550,1.525,1.625,1.600,1.700,1.625,--,1.430,NA,NA,--,3.552
華南銀行,094/01,--,0.100,--,0.550,1.220,1.220,1.240,1.240,1.340,1.340,1.440,1.440,1.590,1.565,1.670,1.640,1.700,1.640,1.620,1.590,1.700,1.665,1.770,1.690,--,1.550,NA,NA,--,3.644
華南銀行,094/02,--,0.100,--,0.550,1.220,1.220,1.240,1.240,1.340,1.340,1.440,1.440,1.590,1.565,1.670,1.640,1.700,1.640,1.620,1.590,1.700,1.665,1.770,1.690,--,1.550,NA,NA,--,3.644
華南銀行,094/03,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.690,1.645,1.770,1.720,1.800,1.720,1.720,1.670,1.800,1.745,1.850,1.770,--,1.550,NA,NA,--,3.644
華南銀行,094/04,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.690,1.645,1.770,1.720,1.800,1.720,1.720,1.670,1.800,1.745,1.850,1.770,--,1.660,NA,NA,--,3.709
華南銀行,094/05,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.690,1.645,1.770,1.720,1.800,1.720,1.720,1.670,1.800,1.745,1.850,1.770,--,1.660,NA,NA,--,3.709
華南銀行,094/06,--,0.100,--,0.550,1.290,1.290,1.310,1.310,1.440,1.420,1.540,1.520,1.690,1.645,1.770,1.720,1.800,1.720,1.720,1.670,1.800,1.745,1.850,1.770,--,1.660,NA,NA,--,3.709
華南銀行,094/07,--,0.100,--,0.550,1.360,1.360,1.390,1.390,1.530,1.510,1.640,1.620,1.790,1.745,1.870,1.820,1.900,1.820,1.820,1.770,1.900,1.845,1.950,1.870,--,1.720,NA,NA,--,3.766
華南銀行,094/08,--,0.100,--,0.550,1.360,1.360,1.390,1.390,1.530,1.510,1.640,1.620,1.790,1.745,1.870,1.820,1.900,1.820,1.820,1.770,1.900,1.845,1.950,1.870,--,1.720,NA,NA,--,3.766
華南銀行,094/09,--,0.100,--,0.550,1.430,1.430,1.470,1.470,1.620,1.600,1.740,1.720,1.890,1.845,1.970,1.920,2.000,1.920,1.920,1.870,2.000,1.945,2.050,1.970,--,1.720,NA,NA,--,3.766
華南銀行,094/10,--,0.100,--,0.550,1.430,1.430,1.470,1.470,1.620,1.600,1.740,1.720,1.890,1.845,1.970,1.920,2.000,1.920,1.920,1.870,2.000,1.945,2.050,1.970,--,1.920,NA,NA,--,3.838
華南銀行,094/11,--,0.100,--,0.550,1.430,1.430,1.470,1.470,1.620,1.600,1.740,1.720,1.890,1.845,1.970,1.920,2.000,1.920,1.920,1.870,2.000,1.945,2.050,1.970,--,1.920,NA,NA,--,3.838
華南銀行,094/12,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.100,2.020,2.020,1.970,2.100,2.045,2.150,2.070,--,1.920,NA,NA,--,3.838
華南銀行,095/01,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.100,2.020,2.020,1.970,2.100,2.045,2.150,2.070,--,1.990,NA,NA,--,3.894
華南銀行,095/02,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.100,2.020,2.020,1.970,2.100,2.045,2.150,2.070,--,1.990,NA,NA,--,3.894
華南銀行,095/03,--,0.100,--,0.550,1.500,1.500,1.550,1.550,1.710,1.690,1.840,1.820,1.990,1.945,2.070,2.020,2.100,2.020,2.020,1.970,2.100,2.045,2.150,2.070,--,1.990,NA,NA,--,3.894
華南銀行,095/04,--,0.100,--,0.550,1.570,1.570,1.620,1.620,1.780,1.760,1.910,1.890,2.060,2.015,2.140,2.090,2.170,2.090,2.090,2.040,2.170,2.115,2.220,2.140,--,2.020,NA,NA,--,3.948
華南銀行,095/05,--,0.100,--,0.550,1.570,1.570,1.620,1.620,1.780,1.760,1.910,1.890,2.060,2.015,2.140,2.090,2.170,2.090,2.090,2.040,2.170,2.115,2.220,2.140,--,2.020,NA,NA,--,3.948
華南銀行,095/06,--,0.100,--,0.550,1.570,1.570,1.620,1.620,1.780,1.760,1.910,1.890,2.060,2.015,2.140,2.090,2.170,2.090,2.090,2.040,2.170,2.115,2.220,2.140,--,2.020,NA,NA,--,3.948
華南銀行,095/07,--,0.100,--,0.550,1.640,1.640,1.690,1.690,1.850,1.830,1.980,1.960,2.130,2.085,2.210,2.160,2.240,2.160,2.160,2.110,2.240,2.185,2.290,2.210,--,2.090,NA,NA,--,4.022
華南銀行,095/08,--,0.100,--,0.550,1.640,1.640,1.690,1.690,1.850,1.830,1.980,1.960,2.130,2.085,2.210,2.160,2.240,2.160,2.160,2.110,2.240,2.185,2.290,2.210,--,2.090,NA,NA,--,4.022
華南銀行,095/09,--,0.100,--,0.550,1.640,1.640,1.690,1.690,1.850,1.830,1.980,1.960,2.130,2.085,2.210,2.160,2.240,2.160,2.160,2.110,2.240,2.185,2.290,2.210,--,2.090,NA,NA,--,4.022
華南銀行,095/10,--,0.100,--,0.550,1.710,1.710,1.760,1.760,1.920,1.900,2.050,2.030,2.200,2.155,2.280,2.230,2.310,2.230,2.230,2.180,2.310,2.255,2.360,2.280,--,2.160,NA,NA,--,4.089
華南銀行,095/11,--,0.100,--,0.550,1.710,1.710,1.760,1.760,1.920,1.900,2.050,2.030,2.200,2.155,2.280,2.230,2.310,2.230,2.230,2.180,2.310,2.255,2.360,2.280,--,2.160,NA,NA,--,4.089
華南銀行,095/12,--,0.100,--,0.550,1.710,1.710,1.760,1.760,1.920,1.900,2.050,2.030,2.200,2.155,2.280,2.230,2.310,2.230,2.230,2.180,2.310,2.255,2.360,2.280,--,2.160,NA,NA,--,4.089
華南銀行,096/01,--,0.100,--,0.550,1.740,1.740,1.790,1.790,1.950,1.930,2.080,2.060,2.230,2.185,2.310,2.260,2.340,2.260,2.260,2.210,2.340,2.285,2.390,2.310,--,2.230,NA,NA,--,4.161
華南銀行,096/02,--,0.100,--,0.550,1.740,1.740,1.790,1.790,1.950,1.930,2.080,2.060,2.230,2.185,2.310,2.260,2.340,2.260,2.260,2.210,2.340,2.285,2.390,2.310,--,2.230,NA,NA,--,4.161
華南銀行,096/03,--,0.100,--,0.550,1.740,1.740,1.790,1.790,1.950,1.930,2.080,2.060,2.230,2.185,2.310,2.260,2.340,2.260,2.260,2.210,2.340,2.285,2.390,2.310,--,2.230,NA,NA,--,4.161
華南銀行,096/04,--,0.100,--,0.550,1.770,1.770,1.820,1.820,1.980,1.960,2.110,2.090,2.260,2.215,2.310,2.260,2.340,2.260,2.290,2.240,2.340,2.285,2.390,2.310,--,2.260,NA,NA,--,4.194
華南銀行,096/05,--,0.100,--,0.550,1.770,1.770,1.820,1.820,1.980,1.960,2.110,2.090,2.260,2.215,2.310,2.260,2.340,2.260,2.290,2.240,2.340,2.285,2.390,2.310,--,2.260,NA,NA,--,4.194
華南銀行,096/06,--,0.100,--,0.550,1.970,1.970,2.020,2.020,2.180,2.160,2.310,2.290,2.460,2.415,2.510,2.460,2.540,2.460,2.490,2.440,2.540,2.485,2.590,2.510,--,2.260,NA,NA,--,4.194
華南銀行,096/07,--,0.100,--,0.550,1.970,1.970,2.020,2.020,2.180,2.160,2.310,2.290,2.460,2.415,2.510,2.460,2.540,2.460,2.490,2.440,2.540,2.485,2.590,2.510,--,2.450,NA,NA,--,4.618
華南銀行,096/08,--,0.100,--,0.550,1.970,1.970,2.020,2.020,2.180,2.160,2.310,2.290,2.460,2.415,2.510,2.460,2.540,2.460,2.490,2.440,2.540,2.485,2.590,2.510,--,2.450,NA,NA,--,4.618
華南銀行,096/09,--,0.100,--,0.550,2.030,2.030,2.090,2.090,2.260,2.240,2.390,2.370,2.530,2.495,2.580,2.540,2.610,2.540,2.560,2.520,2.610,2.565,2.660,2.590,--,2.450,NA,NA,--,4.618
華南銀行,096/10,--,0.100,--,0.550,2.030,2.030,2.090,2.090,2.260,2.240,2.390,2.370,2.530,2.495,2.580,2.540,2.610,2.540,2.560,2.520,2.610,2.565,2.660,2.590,--,2.540,NA,NA,--,4.511
華南銀行,096/11,--,0.100,--,0.550,2.030,2.030,2.090,2.090,2.260,2.240,2.390,2.370,2.530,2.495,2.580,2.540,2.610,2.540,2.560,2.520,2.610,2.565,2.660,2.590,--,2.540,NA,NA,--,4.511
華南銀行,096/12,--,0.100,--,0.550,2.090,2.090,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.650,2.620,2.680,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.540,NA,NA,--,4.511
華南銀行,097/01,--,0.100,--,0.550,2.090,2.090,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.650,2.620,2.680,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.640,NA,NA,--,4.543
華南銀行,097/02,--,0.100,--,0.550,2.090,2.090,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.650,2.620,2.680,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.640,NA,NA,--,4.543
華南銀行,097/03,--,0.100,--,0.550,2.090,2.090,2.160,2.160,2.340,2.320,2.470,2.450,2.610,2.575,2.650,2.620,2.680,2.620,2.640,2.600,2.680,2.645,2.730,2.670,--,2.640,NA,NA,--,4.543
華南銀行,097/04,--,0.100,--,0.500,2.130,2.140,2.200,2.210,2.380,2.370,2.510,2.500,2.650,2.625,2.690,2.670,2.720,2.670,2.680,2.650,2.720,2.695,2.770,2.720,--,2.650,NA,NA,--,4.585
華南銀行,097/05,--,0.100,--,0.500,2.130,2.140,2.200,2.210,2.380,2.370,2.510,2.500,2.650,2.625,2.690,2.670,2.720,2.670,2.680,2.650,2.720,2.695,2.770,2.720,--,2.650,NA,NA,--,4.585
華南銀行,097/06,--,0.100,--,0.500,2.130,2.140,2.200,2.210,2.380,2.370,2.510,2.500,2.650,2.625,2.690,2.670,2.720,2.670,2.680,2.650,2.720,2.695,2.770,2.720,--,2.650,NA,NA,--,4.585
華南銀行,097/07,--,0.100,--,0.500,2.190,2.200,2.260,2.270,2.440,2.430,2.570,2.560,2.710,2.685,2.750,2.730,2.780,2.730,2.740,2.710,2.780,2.755,2.830,2.780,--,2.690,NA,NA,--,4.604
華南銀行,097/08,--,0.100,--,0.500,2.190,2.200,2.260,2.270,2.440,2.430,2.570,2.560,2.710,2.685,2.750,2.730,2.780,2.730,2.740,2.710,2.780,2.755,2.830,2.780,--,2.690,NA,NA,--,4.604
華南銀行,097/09,--,0.100,--,0.500,2.190,2.200,2.260,2.270,2.440,2.430,2.570,2.560,2.710,2.685,2.750,2.730,2.780,2.730,2.740,2.710,2.780,2.755,2.830,2.780,--,2.690,NA,NA,--,4.604
華南銀行,097/10,--,0.100,--,0.500,2.025,2.050,2.110,2.120,2.290,2.280,2.420,2.410,2.550,2.535,2.600,2.580,2.630,2.580,2.575,2.560,2.630,2.605,2.670,2.630,--,2.740,NA,NA,--,4.639
華南銀行,097/11,--,0.100,--,0.500,1.655,1.695,1.755,1.770,1.925,1.930,2.065,2.060,2.170,2.185,2.225,2.230,2.250,2.230,2.195,2.210,2.250,2.255,2.290,2.280,--,2.740,NA,NA,--,4.639
華南銀行,097/12,--,0.100,--,0.450,0.905,1.095,1.005,1.120,1.175,1.280,1.315,1.410,1.420,1.535,1.475,1.580,1.500,1.580,1.445,1.560,1.500,1.605,1.540,1.630,--,2.740,--,2.200,--,4.639
華南銀行,098/01,--,0.100,--,0.300,0.405,0.695,0.505,0.720,0.675,0.880,0.815,1.010,0.920,1.135,0.975,1.180,1.000,1.180,0.945,1.160,1.000,1.205,1.040,1.230,--,1.450,--,1.450,--,3.903
華南銀行,098/02,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,1.450,--,0.950,--,3.903
華南銀行,098/03,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,1.450,--,0.800,--,3.903
華南銀行,098/04,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,0.800,--,0.800,--,2.671
華南銀行,098/05,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,0.800,--,0.800,--,2.671
華南銀行,098/06,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,0.800,--,0.800,--,2.671
華南銀行,098/07,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,0.800,--,0.800,--,2.608
華南銀行,098/08,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,0.800,--,0.800,--,2.608
華南銀行,098/09,--,0.100,--,0.250,0.305,0.645,0.405,0.670,0.575,0.830,0.715,0.960,0.770,1.085,0.825,1.130,0.850,1.130,0.795,1.110,0.850,1.155,0.890,1.180,--,0.800,--,0.800,--,2.608
華南銀行,098/10,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.800,--,0.800,--,2.600
華南銀行,098/11,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.800,--,0.920,--,2.600
華南銀行,098/12,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.800,--,0.920,--,2.600
華南銀行,099/01,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.920,--,0.920,--,2.604
華南銀行,099/02,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.920,--,0.920,--,2.604
華南銀行,099/03,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.920,--,0.920,--,2.604
華南銀行,099/04,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.920,--,0.920,--,2.614
華南銀行,099/05,--,0.100,--,0.230,0.435,0.580,0.530,0.620,0.705,0.750,0.845,0.860,0.900,1.005,0.995,1.030,1.020,1.030,0.935,1.030,1.010,1.055,1.060,1.080,--,0.920,--,0.920,--,2.614
華南銀行,099/06,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.930,0.920,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.125,1.115,1.150,1.140,--,0.920,--,0.920,--,2.614
華南銀行,099/07,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.930,0.920,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.125,1.115,1.150,1.140,--,0.960,--,0.960,--,2.674
華南銀行,099/08,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.930,0.920,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.125,1.115,1.150,1.140,--,0.960,--,1.050,--,2.674
華南銀行,099/09,--,0.110,--,0.240,0.560,0.640,0.655,0.680,0.820,0.810,0.930,0.920,1.025,1.065,1.100,1.090,1.100,1.090,1.060,1.090,1.125,1.115,1.150,1.140,--,0.960,--,1.050,--,2.674
華南銀行,099/10,--,0.120,--,0.260,0.660,0.700,0.740,0.740,0.900,0.870,1.010,0.980,1.130,1.125,1.160,1.150,1.170,1.150,1.150,1.150,1.195,1.175,1.220,1.200,--,1.050,--,1.050,--,2.703
華南銀行,099/11,--,0.120,--,0.260,0.660,0.700,0.740,0.740,0.900,0.870,1.010,0.980,1.130,1.125,1.160,1.150,1.170,1.150,1.150,1.150,1.195,1.175,1.220,1.200,--,1.050,--,1.150,--,2.703
華南銀行,099/12,--,0.120,--,0.260,0.660,0.700,0.740,0.740,0.900,0.870,1.010,0.980,1.130,1.125,1.160,1.150,1.170,1.150,1.150,1.150,1.195,1.175,1.220,1.200,--,1.050,--,1.150,--,2.703
華南銀行,100/01,--,0.130,--,0.270,0.750,0.750,0.790,0.790,0.960,0.920,1.070,1.030,1.185,1.175,1.210,1.200,1.220,1.200,1.215,1.200,1.245,1.225,1.270,1.250,--,1.150,--,1.150,--,2.732
華南銀行,100/02,--,0.130,--,0.270,0.750,0.750,0.790,0.790,0.960,0.920,1.070,1.030,1.185,1.175,1.210,1.200,1.220,1.200,1.215,1.200,1.245,1.225,1.270,1.250,--,1.150,--,1.210,--,2.732
華南銀行,100/03,--,0.130,--,0.270,0.750,0.750,0.790,0.790,0.960,0.920,1.070,1.030,1.185,1.175,1.210,1.200,1.220,1.200,1.215,1.200,1.245,1.225,1.270,1.250,--,1.150,--,1.210,--,2.732
華南銀行,100/04,--,0.160,--,0.300,0.820,0.820,0.870,0.870,1.010,1.010,1.120,1.120,1.265,1.265,1.290,1.290,1.290,1.290,1.300,1.290,1.325,1.315,1.350,1.340,--,1.210,--,1.210,--,2.764
華南銀行,100/05,--,0.160,--,0.300,0.820,0.820,0.870,0.870,1.010,1.010,1.120,1.120,1.265,1.265,1.290,1.290,1.290,1.290,1.300,1.290,1.325,1.315,1.350,1.340,--,1.210,--,1.300,--,2.764
華南銀行,100/06,--,0.160,--,0.300,0.820,0.820,0.870,0.870,1.010,1.010,1.120,1.120,1.265,1.265,1.290,1.290,1.290,1.290,1.300,1.290,1.325,1.315,1.350,1.340,--,1.210,--,1.300,--,2.764
華南銀行,100/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.300,--,1.300,--,2.820
華南銀行,100/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.300,--,1.380,--,2.820
華南銀行,100/09,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.300,--,1.380,--,2.820
華南銀行,100/10,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,100/11,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,100/12,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,101/01,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.897
華南銀行,101/02,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.897
華南銀行,101/03,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.897
華南銀行,101/04,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.901
華南銀行,101/05,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.901
華南銀行,101/06,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.901
華南銀行,101/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,3.000
華南銀行,101/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,3.000
華南銀行,101/09,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,3.000
華南銀行,101/10,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.907
華南銀行,101/11,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.907
華南銀行,101/12,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.907
華南銀行,102/01,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,102/02,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,102/03,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,102/04,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,102/05,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,102/06,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,102/07,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,102/08,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,102/09,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,102/10,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,102/11,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,102/12,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.886
華南銀行,103/01,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,103/02,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,103/03,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
華南銀行,103/04,--,0.170,--,0.320,0.880,0.880,0.940,0.940,1.090,1.090,1.200,1.200,1.345,1.345,1.370,1.370,1.370,1.370,1.370,1.370,1.395,1.395,1.420,1.420,--,1.380,--,1.380,--,2.887
