期間,幣別,匯率,年月,年份,月份,年初匯率,調整後匯率,月升值率
1984-02-01,新台幣NTD/USD,126.595677651062,1984-02-01,1984,2,126.65553525297699,99.95273984528555,4.726015471446017e-4
1984-03-01,新台幣NTD/USD,126.09161363493203,1984-03-01,1984,3,126.65553525297699,99.55475959505551,0.003981684252438178
1984-04-01,新台幣NTD/USD,125.181148005797,1984-04-01,1984,4,126.65553525297699,98.83590776807732,0.007220667599441362
1984-05-01,新台幣NTD/USD,124.97322159914302,1984-05-01,1984,5,126.65553525297699,98.67174091485715,0.0016610041525130705
1984-06-01,新台幣NTD/USD,125.335517610737,1984-06-01,1984,6,126.65553525297699,98.95778921971042,-0.0028989891350969838
1984-07-01,新台幣NTD/USD,124.20137357444399,1984-07-01,1984,7,126.65553525297699,98.06233365669243,0.009048863864873455
1984-08-01,新台幣NTD/USD,123.00107113603397,1984-08-01,1984,8,126.65553525297699,97.11464318583177,0.009664163961041711
1984-09-01,新台幣NTD/USD,123.180643941781,1984-09-01,1984,9,126.65553525297699,97.25642364997678,-0.0014599287964608746
1984-10-01,新台幣NTD/USD,123.41062314914004,1984-10-01,1984,10,126.65553525297699,97.43800213914403,-0.0018670076726318469
1984-11-01,新台幣NTD/USD,124.01234956839501,1984-11-01,1984,11,126.65553525297699,97.91309106285597,-0.004875807316261543
1984-12-01,新台幣NTD/USD,124.31793837817399,1984-12-01,1984,12,126.65553525297699,98.15436658955807,-0.0024641804694656173
1985-01-01,新台幣NTD/USD,123.71306155881801,1985-01-01,1985,1,123.71306155881801,100,0.004865563467726998
1985-02-01,新台幣NTD/USD,123.45472875055098,1985-02-01,1985,2,123.71306155881801,99.79118388550735,0.0020881611449265302
1985-03-01,新台幣NTD/USD,124.39669838069399,1985-03-01,1985,3,123.71306155881801,100.55259874200992,-0.007630081404547272
1985-04-01,新台幣NTD/USD,125.00157520005,1985-04-01,1985,4,123.71306155881801,101.04153403447975,-0.004862482905333146
1985-05-01,新台幣NTD/USD,124.69913679037201,1985-05-01,1985,5,123.71306155881801,100.79706638824484,0.0024194767881442567
1985-06-01,新台幣NTD/USD,125.45838321466799,1985-06-01,1985,6,123.71306155881801,101.4107820418139,-0.006088626143197183
1985-07-01,新台幣NTD/USD,126.35624724339999,1985-07-01,1985,7,123.71306155881801,102.13654536657417,-0.0071566682570402195
1985-08-01,新台幣NTD/USD,127.383277676265,1985-08-01,1985,8,123.71306155881801,102.96671674858035,-0.008128054253515742
1985-09-01,新台幣NTD/USD,127.310818473946,1985-09-01,1985,9,123.71306155881801,102.90814637500299,5.68828213881772e-4
1985-10-01,新台幣NTD/USD,126.50116564803703,1985-10-01,1985,10,123.71306155881801,102.25368611372814,0.0063596545495044786
1985-11-01,新台幣NTD/USD,125.77027282464898,1985-11-01,1985,11,123.71306155881801,101.66288930199411,0.005777755640778857
1985-12-01,新台幣NTD/USD,125.57179761829799,1985-12-01,1985,12,123.71306155881801,101.5024574091526,0.0015780772506370328
1986-01-01,新台幣NTD/USD,124.708587990675,1986-01-01,1986,1,124.708587990675,100,0.006874231666627096
1986-02-01,新台幣NTD/USD,123.45787915065199,1986-02-01,1986,2,124.708587990675,98.99709485916357,0.010029051408364352
1986-03-01,新台幣NTD/USD,122.834099930691,1986-03-01,1986,3,124.708587990675,98.49690539345681,0.005052567112381826
1986-04-01,新台幣NTD/USD,121.699955894399,1986-04-01,1986,4,124.708587990675,97.58747000126328,0.009233136701713442
1986-05-01,新台幣NTD/USD,120.91235586919501,1986-05-01,1986,5,124.708587990675,96.95591764557237,0.0064716541548083964
1986-06-01,新台幣NTD/USD,120.061747841976,1986-06-01,1986,6,124.708587990675,96.27384110142722,0.007034914017713891
1986-07-01,新台幣NTD/USD,119.932581437843,1986-07-01,1986,7,124.708587990675,96.17026651509427,0.001075833114665378
1986-08-01,新台幣NTD/USD,117.66114296515701,1986-08-01,1986,8,124.708587990675,94.34886952128353,0.018939294439044456
1986-09-01,新台幣NTD/USD,116.04498771344,1986-09-01,1986,9,124.708587990675,93.05292408740702,0.013735675270429846
1986-10-01,新台幣NTD/USD,115.30464368974903,1986-10-01,1986,10,124.708587990675,92.45926487305819,0.006379801818921831
1986-11-01,新台幣NTD/USD,114.580051666562,1986-11-01,1986,11,124.708587990675,91.87823670582306,0.006284153005465185
1986-12-01,新台幣NTD/USD,113.26318442442201,1986-12-01,1986,12,124.708587990675,90.82228116710871,0.01149298872697484
1987-01-01,新台幣NTD/USD,111.03270115304598,1987-01-01,1987,1,111.03270115304598,100,0.019692923898536354
1987-02-01,新台幣NTD/USD,110.26400352844801,1987-02-01,1987,2,111.03270115304598,99.30768357734682,0.006923164226531784
1987-03-01,新台幣NTD/USD,109.08575389074399,1987-03-01,1987,3,111.03270115304598,98.24651004426313,0.010685714285714649
1987-04-01,新台幣NTD/USD,104.27509293680298,1987-04-01,1987,4,111.03270115304598,93.91385767790301,0.04409980939178529
1987-05-01,新台幣NTD/USD,101.67286245353198,1987-05-01,1987,5,111.03270115304598,91.57019634547797,0.024955436720139005
1987-06-01,新台幣NTD/USD,98.15386554092369,1987-06-01,1987,6,111.03270115304598,88.4008625581663,0.03461097511852379
1987-07-01,新台幣NTD/USD,97.87347993195128,1987-07-01,1987,7,111.03270115304598,88.14833730564096,0.002856592630633655
1987-08-01,新台幣NTD/USD,93.47867179131751,1987-08-01,1987,8,111.03270115304598,84.1902167744868,0.044902951685066875
1987-09-01,新台幣NTD/USD,94.82389263436448,1987-09-01,1987,9,111.03270115304598,85.40177051413035,-0.014390671339982826
1987-10-01,新台幣NTD/USD,94.46159662277111,1987-10-01,1987,10,111.03270115304598,85.07547383951916,0.003820724941026888
1987-11-01,新台幣NTD/USD,93.7086509986768,1987-11-01,1987,11,111.03270115304598,84.39734422880522,0.007970917822839365
1987-12-01,新台幣NTD/USD,91.08436771469978,1987-12-01,1987,12,111.03270115304598,82.0338213596644,0.028004706673390032
1988-01-01,新台幣NTD/USD,90.0321340810283,1988-01-01,1988,1,90.0321340810283,100,0.011552296624239079
1988-02-01,新台幣NTD/USD,90.1518492848592,1988-02-01,1988,2,90.0321340810283,100.13296941703409,-0.0013296941703408918
1988-03-01,新台幣NTD/USD,90.2180076869763,1988-03-01,1988,3,90.0321340810283,100.2064525159214,-7.338551859104463e-4
1988-04-01,新台幣NTD/USD,90.2526620880852,1988-04-01,1988,4,90.0321340810283,100.24494366295752,-3.84118448160963e-4
1988-05-01,新台幣NTD/USD,90.1518492848592,1988-05-01,1988,5,90.0321340810283,100.13296941703409,0.0011170064227868904
1988-06-01,新台幣NTD/USD,90.34402369100883,1988-06-01,1988,6,90.0321340810283,100.3464203233257,-0.002131674587643849
1988-07-01,新台幣NTD/USD,90.37552769201689,1988-07-01,1988,7,90.0321340810283,100.3814122751767,-3.4871151096621696e-4
1988-08-01,新台幣NTD/USD,90.24951168798441,1988-08-01,1988,8,90.0321340810283,100.24144446777244,0.0013943598145497796
1988-09-01,新台幣NTD/USD,90.92369730955829,1988-09-01,1988,9,90.0321340810283,100.99027223738537,-0.007470241211993647
1988-10-01,新台幣NTD/USD,90.80083170562658,1988-10-01,1988,10,90.0321340810283,100.85380362516617,0.0013513045286027787
1988-11-01,新台幣NTD/USD,88.58295003465437,1988-11-01,1988,11,90.0321340810283,98.39037021485055,0.024425785858025028
1988-12-01,新台幣NTD/USD,88.6963644382837,1988-12-01,1988,12,90.0321340810283,98.51634124151447,-0.0012803186570886623
1989-01-01,新台幣NTD/USD,87.47715959926911,1989-01-01,1989,1,87.47715959926911,100,0.01374582652553839
1989-02-01,新台幣NTD/USD,87.13061558817971,1989-02-01,1989,2,87.47715959926911,99.60384629236144,0.003961537076385616
1989-03-01,新台幣NTD/USD,86.71791317497322,1989-03-01,1989,3,87.47715959926911,99.13206324053732,0.004736594713815804
1989-04-01,新台幣NTD/USD,84.94423791821562,1989-04-01,1989,4,87.47715959926911,97.10447653689631,0.020453389522633043
1989-05-01,新台幣NTD/USD,81.34333060298658,1989-05-01,1989,5,87.47715959926911,92.98807937479742,0.042391425286503755
1989-06-01,新台幣NTD/USD,81.9954634238548,1989-06-01,1989,6,87.47715959926911,93.73356862462632,-0.008017041053446541
1989-07-01,新台幣NTD/USD,81.34648100308739,1989-07-01,1989,7,87.47715959926911,92.99168077213959,0.007914857647826928
1989-08-01,新台幣NTD/USD,80.90542498897362,1989-08-01,1989,8,87.47715959926911,92.48748514423598,0.005421943379419569
1989-09-01,新台幣NTD/USD,81.01253859240117,1989-09-01,1989,9,87.47715959926911,92.60993265386962,-0.0013239359838001956
1989-10-01,新台幣NTD/USD,81.0944489950224,1989-10-01,1989,10,87.47715959926911,92.70356898476612,-0.0010110830254727507
1989-11-01,新台幣NTD/USD,81.98286182345157,1989-11-01,1989,11,87.47715959926911,93.71916303525767,-0.010955285342449255
1989-12-01,新台幣NTD/USD,82.3609098355491,1989-12-01,1989,12,87.47715959926911,94.1513307163179,-0.004611305383698869
1990-01-01,新台幣NTD/USD,82.15613382899629,1990-01-01,1990,1,82.15613382899629,100,0.0024863252113373163
1990-02-01,新台幣NTD/USD,82.2884506332304,1990-02-01,1990,2,82.15613382899629,100.16105529565147,-0.0016105529565147091
1990-03-01,新台幣NTD/USD,83.02249385671978,1990-03-01,1990,3,82.15613382899629,101.05452872152769,-0.008920367534456316
1990-04-01,新台幣NTD/USD,83.05399785772788,1990-04-01,1990,4,82.15613382899629,101.0928752204923,-3.7946343869736833e-4
1990-05-01,新台幣NTD/USD,84.97889231932447,1990-05-01,1990,5,82.15613382899629,103.43584630723204,-0.023176421499828972
1990-06-01,新台幣NTD/USD,86.27685716085938,1990-06-01,1990,6,82.15613382899629,105.01572206457543,-0.015273967524283024
1990-07-01,新台幣NTD/USD,85.57746833847898,1990-07-01,1990,7,82.15613382899629,104.16442978756038,0.008106331702329163
1990-08-01,新台幣NTD/USD,85.97756915128221,1990-08-01,1990,8,82.15613382899629,104.65143032441138,-0.004675305551465234
1990-09-01,新台幣NTD/USD,86.00592275218948,1990-09-01,1990,9,82.15613382899629,104.68594217347949,-3.297790480372449e-4
1990-10-01,新台幣NTD/USD,85.9618171507782,1990-10-01,1990,10,82.15613382899629,104.63225707492911,5.128205128192967e-4
1990-11-01,新台幣NTD/USD,85.82634994644319,1990-11-01,1990,11,82.15613382899629,104.46736712938107,0.0015758997287993993
1990-12-01,新台幣NTD/USD,85.55226513767249,1990-12-01,1990,12,82.15613382899629,104.13375258838869,0.003193480894174432
1991-01-01,新台幣NTD/USD,85.627874740092,1991-01-01,1991,1,85.627874740092,100,-8.837825894829551e-4
1991-02-01,新台幣NTD/USD,85.4325499338416,1991-02-01,1991,2,85.627874740092,99.7718910963944,0.002281089036055965
1991-03-01,新台幣NTD/USD,85.92086194946761,1991-03-01,1991,3,85.627874740092,100.34216335540842,-0.005715760749318067
1991-04-01,新台幣NTD/USD,86.12248755591958,1991-04-01,1991,4,85.627874740092,100.57763061074316,-0.0023466432002340826
1991-05-01,新台幣NTD/USD,85.94921555037492,1991-05-01,1991,5,85.627874740092,100.37527593818987,0.0020119252295418733
1991-06-01,新台幣NTD/USD,85.58061873857979,1991-06-01,1991,6,85.627874740092,99.94481236203089,0.004288541895755804
1991-07-01,新台幣NTD/USD,85.0135467204335,1991-07-01,1991,7,85.627874740092,99.28256070640175,0.006626173384870082
1991-08-01,新台幣NTD/USD,84.20074349442379,1991-08-01,1991,8,85.627874740092,98.33333333333333,0.009560867148415817
1991-09-01,新台幣NTD/USD,83.69037867809209,1991-09-01,1991,9,85.627874740092,97.73730684326706,0.006061286339656856
1991-10-01,新台幣NTD/USD,83.19576586226448,1991-10-01,1991,10,85.627874740092,97.15967623252388,0.0059100319969884975
1991-11-01,新台幣NTD/USD,81.84109381891501,1991-11-01,1991,11,85.627874740092,95.5776306107432,0.016282944562253408
1991-12-01,新台幣NTD/USD,81.151156196837,1991-12-01,1991,12,85.627874740092,94.7718910963944,0.008430210177842982
1992-01-01,新台幣NTD/USD,79.30187133765976,1992-01-01,1992,1,79.30187133765976,100,0.022788151713965484
1992-02-01,新台幣NTD/USD,78.91437212525989,1992-02-01,1992,2,79.30187133765976,99.51136183060557,0.004886381693944387
1992-03-01,新台幣NTD/USD,80.023312960746,1992-03-01,1992,3,79.30187133765976,100.90974098204369,-0.014052457183919552
1992-04-01,新台幣NTD/USD,79.7145737508664,1992-04-01,1992,4,79.30187133765976,100.52041951374564,0.003858115822210919
1992-05-01,新台幣NTD/USD,78.79465692142901,1992-05-01,1992,5,79.30187133765976,99.36040044493896,0.011540133580999035
1992-06-01,新台幣NTD/USD,78.01650809652818,1992-06-01,1992,6,79.30187133765976,98.37915143810588,0.009875654711927546
1992-07-01,新台幣NTD/USD,78.044861697435607,1992-07-01,1992,7,79.30187133765976,98.41490545050074,-3.634307866271232e-4
1992-08-01,新台幣NTD/USD,79.12229853191349,1992-08-01,1992,8,79.30187133765976,99.77355792150014,-0.013805352601621456
1992-09-01,新台幣NTD/USD,79.46254174280129,1992-09-01,1992,9,79.30187133765976,100.20260607023688,-0.004300218992634181
1992-10-01,新台幣NTD/USD,79.6295129481444,1992-10-01,1992,10,79.30187133765976,100.4131574765614,-0.0021012567894385164
1992-11-01,新台幣NTD/USD,80.1115241635688,1992-11-01,1992,11,79.30187133765976,101.02097568727176,-0.006053172970407318
1992-12-01,新台幣NTD/USD,80.18083296578658,1992-12-01,1992,12,79.30187133765976,101.10837438423653,-8.651539580780405e-4
1993-01-01,新台幣NTD/USD,80.1871337659883,1993-01-01,1993,1,80.1871337659883,100,-7.858237397479993e-5
1993-02-01,新台幣NTD/USD,81.437842606011,1993-02-01,1993,2,80.1871337659883,101.55973755549445,-0.015597375554944568
1993-03-01,新台幣NTD/USD,82.0238170247622,1993-03-01,1993,3,80.1871337659883,102.29049620869841,-0.007195357833655835
1993-04-01,新台幣NTD/USD,81.89780102072959,1993-04-01,1993,4,80.1871337659883,102.13334381015981,0.001536334306346217
1993-05-01,新台幣NTD/USD,81.86629701972149,1993-05-01,1993,5,80.1871337659883,102.09405571052524,3.8467456531742384e-4
1993-06-01,新台幣NTD/USD,82.72320584714261,1993-06-01,1993,6,80.1871337659883,103.16269202058696,-0.010467174632494912
1993-07-01,新台幣NTD/USD,83.98966668766931,1993-07-01,1993,7,80.1871337659883,104.74207362589864,-0.015309619925355566
1993-08-01,新台幣NTD/USD,84.903282716905,1993-08-01,1993,8,80.1871337659883,105.88142851530262,-0.010877719429857116
1993-09-01,新台幣NTD/USD,84.837124314788,1993-09-01,1993,9,80.1871337659883,105.79892350607001,7.792207792199355e-4
1993-10-01,新台幣NTD/USD,84.63549870833589,1993-10-01,1993,10,80.1871337659883,105.54747966840831,0.0023766200007437795
1993-11-01,新台幣NTD/USD,84.70165711045298,1993-11-01,1993,11,80.1871337659883,105.62998467764106,-7.816862088222163e-4
1993-12-01,新台幣NTD/USD,84.3362106987587,1993-12-01,1993,12,80.1871337659883,105.17424272187945,0.004314513129509712
1994-01-01,新台幣NTD/USD,83.41629386932142,1994-01-01,1994,1,83.41629386932142,100,0.010907732536420724
1994-02-01,新台幣NTD/USD,83.29972906559131,1994-02-01,1994,2,83.41629386932142,99.86026134904445,0.0013973865095555837
1994-03-01,新台幣NTD/USD,83.19576586226448,1994-03-01,1994,3,83.41629386932142,99.7356295792733,0.0012480617223252386
1994-04-01,新台幣NTD/USD,83.14535946065149,1994-04-01,1994,4,83.41629386932142,99.6752020545358,6.05877006967393e-4
1994-05-01,新台幣NTD/USD,84.4307227017831,1994-05-01,1994,5,83.41629386932142,101.21610393534249,-0.01545923006971788
1994-06-01,新台幣NTD/USD,85.10805872345777,1994-06-01,1994,6,83.41629386932142,102.02809879900279,-0.008022388059700595
1994-07-01,新台幣NTD/USD,83.94241068615722,1994-07-01,1994,7,83.41629386932142,100.63071228944791,0.01369609476216706
1994-08-01,新台幣NTD/USD,83.1926154621637,1994-08-01,1994,8,83.41629386932142,99.73185285897725,0.0089322574591864
1994-09-01,新台幣NTD/USD,82.5499338415979,1994-09-01,1994,9,83.41629386932142,98.96140191857393,0.007725224372325325
1994-10-01,新台幣NTD/USD,82.3073530338353,1994-10-01,1994,10,83.41629386932142,98.67059445577459,0.002938594817387581
1994-11-01,新台幣NTD/USD,82.51212904038812,1994-11-01,1994,11,83.41629386932142,98.91608127502074,-0.0024879430452421324
1994-12-01,新台幣NTD/USD,83.07605065843359,1994-12-01,1994,12,83.41629386932142,99.59211420802168,-0.006834408766369859
1995-01-01,新台幣NTD/USD,82.8712746518808,1995-01-01,1995,1,82.8712746518808,100,0.0024649222601436085
1995-02-01,新台幣NTD/USD,82.95948585470349,1995-02-01,1995,2,82.8712746518808,100.1064436418931,-0.0010644364189309518
1995-03-01,新台幣NTD/USD,82.1970890303068,1995-03-01,1995,3,82.8712746518808,99.18646645124494,0.009189989746705542
1995-04-01,新台幣NTD/USD,80.07371936235899,1995-04-01,1995,4,82.8712746518808,96.62421592853065,0.02583266260396287
1995-05-01,新台幣NTD/USD,80.44861697435582,1995-05-01,1995,5,82.8712746518808,97.07660140657678,-0.004681905811072649
1995-06-01,新台幣NTD/USD,81.20156259845,1995-06-01,1995,6,82.8712746518808,97.98517392130772,-0.00935933583959801
1995-07-01,新台幣NTD/USD,82.6948522462353,1995-07-01,1995,7,82.8712746518808,99.78711271621367,-0.018389912706111
1995-08-01,新台幣NTD/USD,85.7822443450318,1995-08-01,1995,8,82.8712746518808,103.5126401824748,-0.037334755609736925
1995-09-01,新台幣NTD/USD,86.37766996408551,1995-09-01,1995,9,82.8712746518808,104.23113476525383,-0.006941128943407024
1995-10-01,新台幣NTD/USD,84.7930187133766,1995-10-01,1995,10,82.8712746518808,102.31895076981561,0.018345612371435685
1995-11-01,新台幣NTD/USD,85.8547035473505,1995-11-01,1995,11,82.8712746518808,103.60007603117276,-0.01252089912688074
1995-12-01,新台幣NTD/USD,86.02167475269358,1995-12-01,1995,12,82.8712746518808,103.80155863904199,-0.0019448113899898417
1996-01-01,新台幣NTD/USD,86.34616596307733,1996-01-01,1996,1,86.34616596307733,100,-0.003772202893243252
1996-02-01,新台幣NTD/USD,86.56669397013421,1996-02-01,1996,2,86.34616596307733,100.25539988324574,-0.0025539988324575426
1996-03-01,新台幣NTD/USD,86.34616596307733,1996-03-01,1996,3,86.34616596307733,100,0.002547492539486001
1996-04-01,新台幣NTD/USD,85.60582193938629,1996-04-01,1996,4,86.34616596307733,99.14258610624633,0.008574138937536812
1996-05-01,新台幣NTD/USD,86.0878331548107,1996-05-01,1996,5,86.34616596307733,99.7008172796264,-0.005630589187797275
1996-06-01,新台幣NTD/USD,87.14636758868369,1996-06-01,1996,6,86.34616596307733,100.92673671920598,-0.012295981848787423
1996-07-01,新台幣NTD/USD,86.81557557809839,1996-07-01,1996,7,86.34616596307733,100.54363689433737,0.003795820981851839
1996-08-01,新台幣NTD/USD,86.604498771344,1996-08-01,1996,8,86.34616596307733,100.29918272037364,0.0024313241644583587
1996-09-01,新台幣NTD/USD,86.6139499716464,1996-09-01,1996,9,86.34616596307733,100.31012842965556,-1.0913059294253564e-4
1996-10-01,新台幣NTD/USD,86.6612059731586,1996-10-01,1996,10,86.34616596307733,100.36485697606538,-5.455934237806404e-4
1996-11-01,新台幣NTD/USD,86.62340117194879,1996-11-01,1996,11,86.34616596307733,100.32107413893745,4.3623673113348346e-4
1996-12-01,新台幣NTD/USD,86.62655157204958,1996-12-01,1996,12,86.34616596307733,100.3247227086981,-3.636892638906612e-5
1997-01-01,新台幣NTD/USD,86.48163316741231,1997-01-01,1997,1,86.48163316741231,100,0.001672909771973712
1997-02-01,新台幣NTD/USD,86.76516917648539,1997-02-01,1997,2,86.48163316741231,100.32785690867354,-0.0032785690867354654
1997-03-01,新台幣NTD/USD,86.73996597567891,1997-03-01,1997,3,86.48163316741231,100.29871407234702,2.904760175734611e-4
1997-04-01,新台幣NTD/USD,86.98254678344149,1997-04-01,1997,4,86.48163316741231,100.57921387199002,-0.0027966440271673183
1997-05-01,新台幣NTD/USD,87.48030999936991,1997-05-01,1997,5,86.48163316741231,101.1547848894393,-0.0057225642883012556
1997-06-01,新台幣NTD/USD,87.82685401045927,1997-06-01,1997,6,86.48163316741231,101.55549888892924,-0.0039613944108321045
1997-07-01,新台幣NTD/USD,88.135593220339,1997-07-01,1997,7,86.48163316741231,101.9124986339295,-0.003515316737213025
1997-08-01,新台幣NTD/USD,90.43223489383149,1997-08-01,1997,8,86.48163316741231,104.56813959418592,-0.026058049756933988
1997-09-01,新台幣NTD/USD,90.1266460840527,1997-09-01,1997,9,86.48163316741231,104.2147827037266,0.0033792022295762343
1997-10-01,新台幣NTD/USD,92.62176296389639,1997-10-01,1997,10,86.48163316741231,107.09992350005454,-0.027684563758388726
1997-11-01,新台幣NTD/USD,99.6377039884065,1997-11-01,1997,11,86.48163316741231,115.21256056245663,-0.07574829931972792
1997-12-01,新台幣NTD/USD,101.87763846008399,1997-12-01,1997,12,86.48163316741231,117.8026301409779,-0.022480791728582156
1998-01-01,新台幣NTD/USD,106.641043412513,1998-01-01,1998,1,106.641043412513,100,-0.046756138289319814
1998-02-01,新台幣NTD/USD,103.32682250645797,1998-02-01,1998,2,106.641043412513,96.89217134416546,0.031078286558345363
1998-03-01,新台幣NTD/USD,102.31239367399701,1998-03-01,1998,3,106.641043412513,95.9409158050229,0.00981767180924936
1998-04-01,新台幣NTD/USD,103.887593724403,1998-04-01,1998,4,106.641043412513,97.4180206794686,-0.015395984727179129
1998-05-01,新台幣NTD/USD,105.43128977380101,1998-05-01,1998,5,106.641043412513,98.86558345642553,-0.01485929160601394
1998-06-01,新台幣NTD/USD,108.52498267279898,1998-06-01,1998,6,106.641043412513,101.76661742983745,-0.029343214008245345
1998-07-01,新台幣NTD/USD,108.26034906433101,1998-07-01,1998,7,106.641043412513,101.5184638109308,0.002438457965626592
1998-08-01,新台幣NTD/USD,109.281078696995,1998-08-01,1998,8,106.641043412513,102.47562776957247,-0.009428471656390497
1998-09-01,新台幣NTD/USD,108.90303068489702,1998-09-01,1998,9,106.641043412513,102.12112259970499,0.003459409594099962
1998-10-01,新台幣NTD/USD,104.03251212904,1998-10-01,1998,10,106.641043412513,97.55391432791728,0.044723443647307744
1998-11-01,新台幣NTD/USD,102.44471047823102,1998-11-01,1998,11,106.641043412513,96.06499261447624,0.015262552237895636
1998-12-01,新台幣NTD/USD,101.732720055447,1998-12-01,1998,12,106.641043412513,95.3973412112263,0.006949996924783215
1999-01-01,新台幣NTD/USD,101.59410245101101,1999-01-01,1999,1,101.59410245101101,100,0.0013625665799601404
1999-02-01,新台幣NTD/USD,102.56127528196102,1999-02-01,1999,2,101.59410245101101,100.95199702307167,-0.009519970230716681
1999-03-01,新台幣NTD/USD,104.319198538214,1999-03-01,1999,3,101.59410245101101,102.68233688910932,-0.017140224235902925
1999-04-01,新台幣NTD/USD,103.62611051603598,1999-04-01,1999,4,101.59410245101101,102.00012403870078,0.006643916286647146
1999-05-01,新台幣NTD/USD,103.19450570222399,1999-05-01,1999,5,101.59410245101101,101.57529149094526,0.0041650199130574975
1999-06-01,新台幣NTD/USD,102.334446474702,1999-06-01,1999,6,101.59410245101101,100.72872736293724,0.008334350958603905
1999-07-01,新台幣NTD/USD,101.67286245353198,1999-07-01,1999,7,101.59410245101101,100.07752418754714,0.006464920112052185
1999-08-01,新台幣NTD/USD,100.81280322601,1999-08-01,1999,8,101.59410245101101,99.23096005953913,0.008459083444365988
1999-09-01,新台幣NTD/USD,100.185873605948,1999-09-01,1999,9,101.59410245101101,98.61386752666863,0.006218750000002487
1999-10-01,新台幣NTD/USD,100.07876000251997,1999-10-01,1999,10,101.59410245101101,98.50843463160498,0.001069148768910606
1999-11-01,新台幣NTD/USD,99.97794719929429,1999-11-01,1999,11,101.59410245101101,98.40920367154577,0.0010073346554567697
1999-12-01,新台幣NTD/USD,99.59044798689429,1999-12-01,1999,12,101.59410245101101,98.02778466881689,0.003875846856783001
2000-01-01,新台幣NTD/USD,97.0354735051351,2000-01-01,2e3,1,97.0354735051351,100,0.025654814627356765
2000-02-01,新台幣NTD/USD,96.7865918971709,2000-02-01,2e3,2,97.0354735051351,99.74351482094738,0.002564851790526245
2000-03-01,新台幣NTD/USD,96.71413269485231,2000-03-01,2e3,3,97.0354735051351,99.66884192071697,7.486491764847595e-4
2000-04-01,新台幣NTD/USD,96.055699073782293,2000-04-01,2e3,4,97.0354735051351,98.99029252297001,0.006808039349817412
2000-05-01,新台幣NTD/USD,96.84014869888469,2000-05-01,2e3,5,97.0354735051351,99.79870783416122,-0.008166612003935815
2000-06-01,新台幣NTD/USD,97.05752630584091,2000-06-01,2e3,6,97.0354735051351,100.0227265348529,-0.0022447054230795805
2000-07-01,新台幣NTD/USD,97.4796799193498,2000-07-01,2e3,7,97.0354735051351,100.4577773448915,-0.004349519605297128
2000-08-01,新台幣NTD/USD,97.91443513326189,2000-08-01,2e3,8,97.0354735051351,100.90581474627449,-0.0044599573395376355
2000-09-01,新台幣NTD/USD,98.27043034465378,2000-09-01,2e3,9,97.0354735051351,101.27268595175487,-0.0036357786357790315
2000-10-01,新台幣NTD/USD,100.274084808771,2000-10-01,2e3,10,97.0354735051351,103.33755397552062,-0.020389189882348203
2000-11-01,新台幣NTD/USD,102.14857286875397,2000-11-01,2e3,11,97.0354735051351,105.26930943800494,-0.01869364416097885
2000-12-01,新台幣NTD/USD,104.227836935291,2000-12-01,2e3,12,97.0354735051351,107.41209700983762,-0.020355292376023428
2001-01-01,新台幣NTD/USD,102.98342889547,2001-01-01,2001,1,102.98342889547,100,0.011939306008946313
2001-02-01,新台幣NTD/USD,101.82093125827,2001-02-01,2001,2,102.98342889547,98.8711799076141,0.01128820092385893
2001-03-01,新台幣NTD/USD,102.662088085187,2001-03-01,2001,3,102.98342889547,99.68796842974692,-0.008261138613861194
2001-04-01,新台幣NTD/USD,103.70487051855598,2001-04-01,2001,4,102.98342889547,100.70054146654823,-0.010157424739926424
2001-05-01,新台幣NTD/USD,104.753953752126,2001-05-01,2001,5,102.98342889547,101.71923276943235,-0.010116045932310412
2001-06-01,新台幣NTD/USD,107.967361854956,2001-06-01,2001,6,102.98342889547,104.83954847196317,-0.030675769149809157
2001-07-01,新台幣NTD/USD,109.56776510616899,2001-07-01,2001,7,102.98342889547,106.39358805714481,-0.01482302821627694
2001-08-01,新台幣NTD/USD,109.05109948963502,2001-08-01,2001,8,102.98342889547,105.89189023830603,0.004715489232013918
2001-09-01,新台幣NTD/USD,108.962888286812,2001-09-01,2001,9,102.98342889547,105.80623451313829,8.088978766454566e-4
2001-10-01,新台幣NTD/USD,108.843173082982,2001-10-01,2001,10,102.98342889547,105.6899874575547,0.0010986786942989554
2001-11-01,新台幣NTD/USD,108.67620187763798,2001-11-01,2001,11,102.98342889547,105.5278534063439,0.0015340530840342887
2001-12-01,新台幣NTD/USD,109.3031314977,2001-12-01,2001,12,102.98342889547,106.13662088164165,-0.00576878478664441
2002-01-01,新台幣NTD/USD,110.33331233066598,2002-01-01,2002,1,110.33331233066598,100,-0.009424989191527964
2002-02-01,新台幣NTD/USD,110.47192993510203,2002-02-01,2002,2,110.33331233066598,100.12563531494516,-0.001256353149451513
2002-03-01,新台幣NTD/USD,110.32071073026299,2002-03-01,2002,3,110.33331233066598,99.98857860773252,0.001368847316489111
2002-04-01,新台幣NTD/USD,109.98991871967701,2002-04-01,2002,4,110.33331233066598,99.68876706070436,0.0029984579359244325
2002-05-01,新台幣NTD/USD,108.559637073908,2002-05-01,2002,5,110.33331233066598,98.39243903831843,0.01300375218400029
2002-06-01,新台幣NTD/USD,107.07579862642596,2002-06-01,2002,6,110.33331233066598,97.04757009879543,0.013668417539677508
